plasmid	set	symbol	group	A_PHO2	A_pho2	se_PHO2	se_pho2	rA_PHO2	rA_pho2	boost
294	B	CCCCs	chimera	18.31040815526215	18.143539160173894	0.5008213626219187	0.2015782957993839	1.0382268093925386	16.930807454235048	1.0091971579312675
301	B	SSSSc	chimera	15.687960177341633	0.642562432747114	1.3814410262496195	0.0257877071453843	0.8895301897526391	0.5996129382544334	24.414686227876267
326	B	SSsCC	chimera	5.530933140258968	4.173077862219357	0.22910774914510373	0.2146436257636523	0.3136119642163329	3.894145301698105	1.3253846016947946
327	B	CCcSS	chimera	32.27106134456497	4.469604466259628	2.1186860250824004	0.2847480099042452	1.8298161773007673	4.17085178072311	7.220115692154499
328	B	SCCsS	chimera	35.924159237715756	1.9337584228964697	3.3122555576573394	0.14585705528991214	2.0369521481564776	1.8045041395744734	18.577376994126777
329	B	CSSsC	chimera	22.992698918757664	2.12948460678862	0.4574739260798638	0.22019217316079717	1.3037195148970329	1.987147796028457	10.797306937772102
330	B	CSScS	chimera	5.197330951624945	4.584833635562031	0.20405191237859957	0.09763083981842616	0.29469623426782643	4.2783789208994225	1.1335920482069641
331	B	CSScC	chimera	9.933149178842141	8.289995028259389	0.6472720067229539	0.5053534068423438	0.5632240249218925	7.735883742468265	1.198209304707841
332	M	SCCCS	chimera	4.422065074490808	4.581275180922785	0.2566620275509926	0.4250273762751473	0.2507375299493448	4.27505831681001	0.9652476439103779
334	B	SCCSc	chimera	11.900688921860727	1.351367267483406	0.4489312429174381	0.04718943151348412	0.6747863938448454	1.2610405722792846	8.806406080874575
